episode,reward,total_burned,epsilon,steps,q_table_size
777,-349.0,411,0.05,25,1450
778,-289.0,347,0.05,28,1450
779,-397.0,455,0.05,28,1450
780,4.0,2,0.05,2,1450
781,-326.0,366,0.05,21,1450
782,-414.0,464,0.05,25,1450
783,-302.0,358,0.05,24,1451
784,2.0,10,0.05,5,1451
785,5.0,7,0.05,4,1451
786,-379.0,431,0.05,27,1453
787,-310.0,364,0.05,23,1454
788,-328.0,384,0.05,30,1454
789,-392.0,446,0.05,24,1454
790,-330.0,374,0.05,22,1455
791,-419.0,467,0.05,23,1455
792,-43.0,63,0.05,11,1455
793,-368.0,440,0.05,29,1455
794,-369.0,449,0.05,37,1457
795,-349.0,393,0.05,23,1457
796,-267.0,323,0.05,26,1457
797,-285.0,347,0.05,31,1460
798,-469.0,515,0.05,25,1460
799,3.0,1,0.05,2,1460
800,-384.0,428,0.05,23,1460
